Joueur;Equipe;Statut;Position;Age;ELC_Saisons;Salaire_Reel_Saisons;2026-27;2027-28;2028-29;2029-30;2030-31
Martin, Brady;NSH;ELC;C,RW;19.0;2026-27|2027-28|2028-29;;974167.0;974167;974167;RFA;0
Fink, Aiden;NSH;ELC;RW;21.0;2026-27|2027-28;;972500.0;972500;RFA;0;0
Willis, Joseph;NSH;ELC;C,LW;21.0;2026-27|2027-28;;960000.0;960000;RFA;0;0
O'Hara, Cole;NSH;ELC;RW;24.0;2026-27;;935000.0;RFA;0;0;0
Gojsic, Hiroki;NSH;ELC;RW;20.0;2026-27|2027-28|2028-29;;930000.0;930000;930000;RFA;0
Roest, Austin;NSH;ELC;RW,C;22.0;2026-27;;920000.0;RFA;0;0;0
Edstrom, David;NSH;ELC;C;21.0;2026-27|2027-28;;909166.0;909166;RFA;0;0
Lind, Kalan;NSH;ELC;LW;21.0;2026-27|2027-28;;906666.0;906666;RFA;0;0
Schaefer, Reid;NSH;ELC;LW;22.0;2026-27;;886666.0;RFA;0;0;0
Kemell, Joakim;NSH;ELC;RW;22.0;2026-27;;886666.0;RFA;0;0;0
Bradley, Chase;NSH;;LW,C;24.0;;;875000.0;875000;RFA;0;0
Lucchini, Jake;NSH;;C,LW;31.0;;;850000.0;UFA;0;0;0
Gustafsson, Viggo;NSH;ELC;D;19.0;2026-27|2027-28|2028-29;;990000.0;990000;990000;RFA;0
Nieminen, Daniel;NSH;ELC;;20.0;2026-27|2027-28|2028-29;;975000.0;975000;975000;RFA;0
Ufko, Ryan;NSH;ELC;D;23.0;2026-27;;942500.0;RFA;0;0;0
Gibson, Andrew;NSH;ELC;D;21.0;2026-27|2027-28;;925000.0;925000;RFA;0;0
Molendyk, Tanner;NSH;ELC;D;21.0;2026-27|2027-28;;909166.0;909166;RFA;0;0
Ahcan, Jack;NSH;;LD;29.0;;;875000.0;875000;UFA;0;0
Skinner, Hunter;NSH;;D;25.0;;;850000.0;0;0;0;0
Posch, Isak;NSH;ELC;G;24.0;2026-27;;947500.0;RFA;0;0;0
Murray, Matthew;NSH;;G;28.0;;;850000.0;UFA;0;0;0
undefined, undefined;NSH;;;;;;;;;;
Barzal, Mathew;NYI;;C,RW;29.0;;;9150000;9150000;9150000;9150000;9150000
Horvat, Bo;NYI;;C;31.0;;;8500000;8500000;8500000;8500000;8500000
Sorokin, Ilya;NYI;;G;31.0;;;8250000;8250000;8250000;8250000;8250000
Schenn, Brayden;NYI;;C,LW;35.0;;;6500000;6500000;UFA;0;0
Romanov, Alexander;NYI;;LD;26.0;;;6250000;6250000;6250000;6250000;6250000
Pulock, Ryan;NYI;;RD;31.0;;;6150000;6150000;6150000;6150000;UFA
Palat, Ondrej;NYI;;LW,RW;35.0;;;6000000;UFA;0;0;0
Pelech, Adam;NYI;;LD;32.0;;;5750000;5750000;5750000;UFA;0
Pageau, Jean-Gabriel;NYI;;C;33.0;;;4850000;4850000;4850000;UFA;0
Palmieri, Kyle;NYI;;RW;35.0;;;4750000;UFA;0;0;0
DeAngelo, Tony;NYI;;RD;30.0;;;4500000;4500000;UFA;0;0
Holmstrom, Simon;NYI;;RW,LW;25.0;;;3625000;RFA;0;0;0
Duclair, Anthony;NYI;;LW,RW;30.0;;;3500000;3500000;UFA;0;0
Mayfield, Scott;NYI;;RD;33.0;;;3500000;3500000;3500000;3500000;UFA
Engvall, Pierre;NYI;;LW,RW;30.0;;;3000000;3000000;3000000;3000000;UFA
Varlamov, Semyon;NYI;;G;38.0;;;2750000;UFA;0;0;0
Cizikas, Casey;NYI;;C,LW;35.0;;;2500000;UFA;0;0;0
Maccelli, Matias;NYI;;LW,RW;25.0;;;2250000;RFA;0;0;0
Heineman, Emil;NYI;;LW,RW;24.0;;;1100000;RFA;0;0;0
Gustafsson, Malte;NYI;ELC;;18.0;2026-27|2027-28|2028-29;;1075000;1075000;1075000;RFA;0
Aitcheson, Kashawn;NYI;ELC;D;19.0;2026-27|2027-28|2028-29;;1075000;1075000;1075000;RFA;0
Eiserman, Cole;NYI;ELC;LW;19.0;2026-27|2027-28|2028-29;;1075000;1075000;1075000;RFA;0
Vanecek, Vitek;NYI;;G;30.0;;;1000000;UFA;0;0;0
Schaefer, Matthew;NYI;ELC;LD;18.0;2026-27|2027-28;;986250;986250;RFA;0;0
Finley, Quinn;NYI;ELC;LW;22.0;2026-27|2027-28;;980000;980000;RFA;0;0
Eklund, Victor;NYI;ELC;LW,RW;19.0;2026-27|2027-28|2028-29;;974167;974167;974167;RFA;0
Kotai, Joshua;NYI;ELC;G;23.0;2026-27|2027-28;;965000;965000;RFA;0;0
Prokhorov, Daniil;NYI;ELC;;19.0;2026-27|2027-28|2028-29;;965000;965000;965000;RFA;0
Ritchie, Calum;NYI;ELC;C,LW;21.0;2026-27|2027-28;;940833;940833;RFA;0;0
Nurmi, Jesse;NYI;ELC;LW;21.0;2026-27|2027-28;;938333;938333;RFA;0;0
Veremyev, Gleb;NYI;ELC;C;23.0;2026-27;;935000;RFA;0;0;0
Pulkkinen, Jesse;NYI;ELC;D;21.0;2026-27;;930833;RFA;0;0;0
George, Isaiah;NYI;ELC;LD,RD;22.0;2026-27;;913333;RFA;0;0;0
Larson, Joey;NYI;;RW;25.0;;;875000;875000;UFA;0;0
Kuefler, Daylan;NYI;;LW;24.0;;;875000;875000;RFA;0;0
Odelius, Calle;NYI;ELC;D;22.0;2026-27;;865000;RFA;0;0;0
MacLean, Kyle;NYI;;LW,RW;27.0;;;850000;UFA;0;0;0
Chaffee, Mitchell;NYI;;RW;28.0;;;850000;UFA;0;0;0
Luff, Matt;NYI;;RW;29.0;;;850000;UFA;0;0;0
Warren, Marshall;NYI;;LD;25.0;;;850000;RFA;0;0;0
Jefferies, Alex;NYI;;LW;24.0;;;850000;RFA;0;0;0
Foudy, Liam;NYI;;C,RW;26.0;;;850000;UFA;0;0;0
Bear, Ethan;NYI;;D;29.0;;;850000;UFA;0;0;0
Tikkanen, Henrik;NYI;;G;25.0;;;850000;RFA;0;0;0
Kessel, Matthew;NYI;;RD;26.0;;;850000;UFA;0;0;0
Iskhakov, Ruslan;NYI;;C,LW;26.0;;;RFA;0;0;0;0
undefined, undefined;NYI;;;;;;;;;;
Shesterkin, Igor;NYR;;G;30.0;;;11567857;11567857;11567857;11567857;11567857
Dorofeyev, Pavel;NYR;;LW,RW;25.0;;;11000000;11000000;11000000;11000000;11000000
Fox, Adam;NYR;;RD;28.0;;;9500000;9500000;9500000;UFA;0
Zibanejad, Mika;NYR;;C,RW;33.0;;;8500000;8500000;8500000;8500000;UFA
Miller, J.T.;NYR;;C,LW;33.0;;;8000000;8000000;8000000;8000000;UFA
Lafreniere, Alexis;NYR;;RW,LW;24.0;;;7450000;7450000;7450000;7450000;7450000
Gavrikov, Vladislav;NYR;;LD;30.0;;;7000000;7000000;7000000;7000000;7000000
Durzi, Sean;NYR;;RD;27.0;;;6000000;6000000;UFA;0;0
Schneider, Braden;NYR;;RD,LD;24.0;;;5500000;RFA;0;0;0
Pettersson, Marcus;NYR;;LD;30.0;;;5500000;5500000;5500000;5500000;5500000
Bjorkstrand, Oliver;NYR;;RW;31.0;;;4500000;UFA;0;0;0
Korpisalo, Joonas;NYR;;G;32.0;;2026-27|2027-28;4000000;4000000;UFA;0;0
Cuylle, Will;NYR;;LW;24.0;;;3900000;RFA;0;0;0
Vaakanainen, Urho;NYR;;LD;27.0;;;1550000;UFA;0;0;0
Raddysh, Taylor;NYR;;RW;28.0;;;1500000;UFA;0;0;0
Parssinen, Juuso;NYR;;C,LW;25.0;;;1250000;RFA;0;0;0
Kartye, Tye;NYR;;LW,C;25.0;;;1250000;RFA;0;0;0
Veleno, Joseph;NYR;;C,LW;26.0;;;1200000;UFA;0;0;0
Smits, Alberts;NYR;ELC;LD,RD;18.0;2026-27|2027-28|2028-29;;1075000;1075000;1075000;RFA;0
Lamb, Brody;NYR;ELC;RW;22.0;2026-27|2027-28;;980000;980000;RFA;0;0
Rempe, Matt;NYR;;RW,C;24.0;;;975000;RFA;0;0;0
Tung, Callum;NYR;ELC;G;22.0;2026-27|2027-28;;972500;972500;RFA;0;0
Battaglia, Jacob;NYR;ELC;RW,LW;20.0;2026-27|2027-28|2028-29;;965000;965000;965000;RFA;0
Terrance, Carey;NYR;ELC;C;21.0;2026-27|2027-28;;961667;961667;RFA;0;0
Aspinall, Nathan;NYR;ELC;LW;20.0;2026-27|2027-28|2028-29;;955555;955555;955555;RFA;0
Dorrington, Jackson;NYR;ELC;D;22.0;2026-27|2027-28;;951667;951667;RFA;0;0
Fortescue, Drew;NYR;ELC;LD;21.0;2026-27|2027-28;;945833;945833;RFA;0;0
Laba, Noah;NYR;ELC;C;23.0;2026-27;;945000;RFA;0;0;0
Chmelar, Jaroslav;NYR;ELC;RW,LW;23.0;2026-27;;942500;RFA;0;0;0
Perreault, Gabe;NYR;ELC;LW,RW;21.0;2026-27;;941667;RFA;0;0;0
Greentree, Liam;NYR;ELC;RW;20.0;2026-27|2027-28|2028-29;;941667;941667;941667;RFA;0
Beaudoin, Cole;NYR;ELC;C;20.0;2026-27|2027-28|2028-29;;941667;941667;941667;RFA;0
Roobroeck, Dylan;NYR;ELC;C,LW;22.0;2026-27;;925000;RFA;0;0;0
Thompson, Aidan;NYR;ELC;C,LW;24.0;2026-27;;920000;RFA;0;0;0
McConnell-Barker, Bryce;NYR;ELC;C;22.0;2026-27;;913333;RFA;0;0;0
Sýkora, Adam;NYR;ELC;LW,C;21.0;2026-27;;881666;RFA;0;0;0
Del Gaizo, Marc;NYR;;D;26.0;;;875000;875000;UFA;0;0
Garand, Dylan;NYR;;G;24.0;;;875000;875000;RFA;0;0
Cholowski, Dennis;NYR;;LD;28.0;;;875000;875000;UFA;0;0
Gawdin, Glenn;NYR;;C,RW;29.0;;;875000;875000;UFA;0;0
Iorio, Vincent;NYR;;RD;23.0;;;850000;RFA;0;0;0
Robertson, Matthew;NYR;;LD;25.0;;;850000;0;0;0;0
Trudeau, William;NYR;;D;23.0;;;850000;RFA;0;0;0
Morrow, Scott;NYR;;RD;23.0;;;850000;RFA;0;0;0
Blidh, Anton;NYR;;LW;31.0;;;850000;UFA;0;0;0
Dowling, Justin;NYR;;C,W;35.0;;;850000;UFA;0;0;0
Martin, Spencer;NYR;;G;31.0;;;850000;UFA;0;0;0
Pajuniemi, Lauri;NYR;;RW;26.0;;;RFA;0;0;0;0
Henriksson, Karl;NYR;;C,LW;25.0;;;RFA;0;0;0;0
undefined, undefined;NYR;;;;;;;;;;
Stutzle, Tim;OTT;;C,LW;24.0;;;8350000.0;8350000;8350000;8350000;8350000
Pinto, Shane;OTT;;C;25.0;;;7500000.0;7500000;7500000;7500000;UFA
Cozens, Dylan;OTT;;C;25.0;;;7100000.0;7100000;7100000;7100000;UFA
Eklund, William;OTT;;LW,C;23.0;;;5600000.0;5600000;5600000;RFA;0
Burakovsky, Andre;OTT;;LW,RW;31.0;;;5500000.0;UFA;0;0;0
Batherson, Drake;OTT;;RW;28.0;;;4975000.0;UFA;0;0;0
Zetterlund, Fabian;OTT;;LW,RW;26.0;;;4275000.0;4275000;UFA;0;0
Foegele, Warren;OTT;;LW,C;30.0;;;3500000.0;UFA;0;0;0
Greig, Ridly;OTT;;C,LW;24.0;;;3250000.0;3250000;3250000;RFA;0
Amadio, Michael;OTT;;RW,LW;30.0;;;2600000.0;UFA;0;0;0
Giroux, Claude;OTT;;LW,RW;38.0;;;2000000.0;UFA;0;0;0
Cousins, Nick;OTT;;C,LW;33.0;;;1587500.0;1587500;UFA;0;0
Halliday, Stephen;OTT;;C;24.0;;;1075000.0;1075000;RFA;0;0
Sanderson, Jake;OTT;;LD;24.0;;;8050000.0;8050000;8050000;8050000;8050000
Chabot, Thomas;OTT;;LD;29.0;;;8000000.0;8000000;UFA;0;0
Spence, Jordan;OTT;;RD;25.0;;;5000000.0;5000000;5000000;5000000;UFA
Zub, Artyom;OTT;;RD;30.0;;;4600000.0;UFA;0;0;0
Kleven, Tyler;OTT;;LD;24.0;;;1600000.0;RFA;0;0;0
Yakemchuk, Carter;OTT;ELC;RD;20.0;2026-27|2027-28|2028-29;;941667.0;941667;941667;RFA;0
Matinpalo, Nikolas;OTT;;RD,LD;27.0;;;875000.0;UFA;0;0;0
Ullmark, Linus;OTT;;G;33.0;;;8250000.0;8250000;8250000;UFA;0
Ersson, Samuel;OTT;;G;26.0;;;2200000.0;2200000;UFA;0;0
Merilainen, Leevi;OTT;;G;24.0;;;1100000.0;RFA;0;0;0
White, Colin;OTT;;C,RW;29.0;;;875000.0;875000;0;0;0
Korpisalo, Joonas;OTT;;G;32.0;;2026-27|2027-28;4000000.0;4000000;0;0;0
MacDermid, Kurtis;OTT;;LW,RW;32.0;;;1150000.0;UFA;0;0;0
Montgomery, Blake;OTT;ELC;LW;21.0;2026-27|2027-28|2028-29;;1075000.0;1075000;1075000;RFA;0
Ellinas, Lucas;OTT;ELC;C,LW;20.0;2026-27|2027-28|2028-29;;958333.0;958333;958333;RFA;0
Blais, Sammy;OTT;;LW,RW;30.0;;;925000.0;925000;UFA;0;0
Pettersson, Oskar;OTT;ELC;RW;22.0;2026-27;;910000.0;RFA;0;0;0
Olsen, Eskild Bakke;OTT;ELC;;24.0;2026-27;;910000.0;RFA;0;0;0
Tomasino, Philip;OTT;;C,RW;25.0;;;900000.0;RFA;0;0;0
Halttunen, Kasper;OTT;ELC;RW,LW;21.0;2026-27|2027-28;;899166.0;899166;RFA;0;0
Suzuki, Ryan;OTT;;C;25.0;;;850000.0;0;0;0;0
Daoust, Philippe;OTT;;C;24.0;;;850000.0;0;0;0;0
Bourgault, Xavier;OTT;;RW,C;23.0;;;850000.0;RFA;0;0;0
Boucher, Tyler;OTT;;RW,LW;23.0;;;850000.0;RFA;0;0;0
Hodgson, Hayden;OTT;;RW;30.0;;;850000.0;UFA;0;0;0
Stanley, Hoyt;OTT;ELC;D;21.0;2026-27|2027-28|2028-29;;1075000.0;1075000;1075000;RFA;0
Eliasson, Gabriel;OTT;ELC;D;19.0;2026-27|2027-28|2028-29;;1007500.0;1007500;1007500;RFA;0
Andonovski, Matthew;OTT;ELC;D;21.0;2026-27|2027-28;;924166.0;924166;RFA;0;0
Hamara, Tomas;OTT;ELC;D;22.0;2026-27;;878334.0;RFA;0;0;0
Donovan, Jorian;OTT;ELC;LD;22.0;2026-27;;871666.0;RFA;0;0;0
Bolduc, Samuel;OTT;;D;25.0;;;850000.0;0;0;0;0
Kyrou, Christian;OTT;;D;22.0;;;850000.0;RFA;0;0;0
Toure, Djibril;OTT;;D;23.0;;;850000.0;RFA;0;0;0
Crotty, Cameron;OTT;;RD;27.0;;;812500.0;UFA;0;0;0
Beckman, Lucas;OTT;ELC;G;19.0;2026-27|2027-28|2028-29;;1028333.0;1028333;1028333;RFA;0
Reidler, Kevin;OTT;ELC;G;21.0;2026-27|2027-28;;946250.0;946250;RFA;0;0
Parsons, Jackson;OTT;ELC;G;21.0;2026-27|2027-28;;929167.0;929167;RFA;0;0
undefined, undefined;OTT;;;;;;;;;;
Zegras, Trevor;PHI;;C,LW;25.0;;;9125000.0;9125000;9125000;9125000;UFA
Konecny, Travis;PHI;;RW,LW;29.0;;;8750000.0;8750000;8750000;8750000;8750000
Couturier, Sean;PHI;;C,LW;33.0;;;7750000.0;7750000;7750000;7750000;UFA
Tippett, Owen;PHI;;RW,LW;27.0;;;6200000.0;6200000;6200000;6200000;6200000
Dvorak, Christian;PHI;;LW,C;30.0;;;5150000.0;5150000;5150000;5150000;5150000
Cates, Noah;PHI;;C;27.0;;;4000000.0;4000000;4000000;UFA;0
Foerster, Tyson;PHI;;RW,LW;24.0;;;3750000.0;7100000;7100000;7100000;7100000
Acciari, Noel;PHI;;C,RW;34.0;;;2800000.0;2800000;UFA;0;0
Grebenkin, Nikita;PHI;;LW,RW;23.0;;;1100000.0;1100000;RFA;0;0
Grundstrom, Carl;PHI;;LW,C;28.0;;;1000000.0;UFA;0;0;0
Martone, Porter;PHI;ELC;RW;19.0;2026-27|2027-28;;977917.0;977917;RFA;0;0
Bump, Alex;PHI;ELC;LW;22.0;2026-27|2027-28;;972500.0;972500;RFA;0;0
Michkov, Matvei;PHI;ELC;LW,RW;21.0;2026-27;;950000.0;RFA;0;0;0
Barkey, Denver;PHI;ELC;C,LW;21.0;2026-27|2027-28;;925833.0;925833;RFA;0;0
Drysdale, Jamie;PHI;;RD;24.0;;;6500000.0;6500000;6500000;6500000;UFA
Sanheim, Travis;PHI;;LD,RD;30.0;;;6250000.0;6250000;6250000;6250000;6250000
York, Cameron;PHI;;LD;25.0;;;5150000.0;5150000;5150000;5150000;UFA
Ristolainen, Rasmus;PHI;;RD;31.0;;;5100000.0;UFA;0;0;0
Seeler, Nick;PHI;;LD;33.0;;;2700000.0;2700000;UFA;0;0
Jiricek, David;PHI;;RD;22.0;;;1500000.0;1500000;RFA;0;0
Benoit, Simon;PHI;;LD,RD;27.0;;;1350000.0;UFA;0;0;0
Woll, Joseph;PHI;;G;28.0;;;3666667.0;3666667;UFA;0;0
Vladar, Dan;PHI;;G;29.0;;;3350000.0;5500000;5500000;5500000;5500000
Hathaway, Garnet;PHI;;RW,LW;34.0;;2026-27;2400000.0;0;0;0;0
Berglund, Jack;PHI;ELC;C,LW;20.0;2026-27|2027-28|2028-29;;1075000.0;1075000;1075000;RFA;0
Thompson, Riley;PHI;ELC;;24.0;2026-27;;1025000.0;RFA;0;0;0
Ciernik, Alex;PHI;ELC;LW,RW;21.0;2026-27|2027-28|2028-29;;1007500.0;1007500;1007500;RFA;0
Powell, Noah;PHI;ELC;RW;21.0;2026-27|2027-28|2028-29;;985000.0;985000;985000;RFA;0
Pautov, Ilya;PHI;ELC;RW;20.0;2026-27|2027-28|2028-29;;985000.0;985000;985000;RFA;0
Knuble, Cole;PHI;ELC;C;22.0;2026-27|2027-28;;980000.0;980000;RFA;0;0
Kaplan, Devin;PHI;ELC;RW;22.0;2026-27;;946667.0;RFA;0;0;0
Luchanko, Jett;PHI;ELC;C,RW;20.0;2026-27|2027-28|2028-29;;941667.0;941667;941667;RFA;0
Aston-Reese, Zach;PHI;;LW;32.0;;;875000.0;875000;UFA;0;0
Studnicka, Jack;PHI;;C,RW;27.0;;;875000.0;875000;UFA;0;0
Foote, Nolan;PHI;;LW,RW;25.0;;;850000.0;0;0;0;0
Klimovich, Danila;PHI;;RW,LW;23.0;;;850000.0;RFA;0;0;0
Gaucher, Jacob;PHI;;C,LW;25.0;;;850000.0;RFA;0;0;0
Murchison, Ty;PHI;ELC;LD;23.0;2026-27;;935000.0;RFA;0;0;0
Gill, Spencer;PHI;ELC;D;20.0;2026-27|2027-28|2028-29;;932500.0;932500;932500;RFA;0
McDonald, Hunter;PHI;;LD;24.0;;;912500.0;912500;RFA;0;0
Bonk, Oliver;PHI;ELC;RD;21.0;2026-27|2027-28;;909166.0;909166;RFA;0;0
Edward, Jackson;PHI;ELC;D;22.0;2026-27;;906667.0;RFA;0;0;0
Dineen, Cam;PHI;;LD;28.0;;;875000.0;875000;UFA;0;0
Grans, Helge;PHI;;D;24.0;;;837500.0;0;0;0;0
Bjarnason, Carson;PHI;ELC;G;21.0;2026-27|2027-28;;885000.0;885000;RFA;0;0
Kolosov, Alexei;PHI;;G;24.0;;;850000.0;0;0;0;0
undefined, undefined;PHI;;;;;;;;;;
Karlsson, Erik;PIT;;RD;36.0;;2026-27;11500000;UFA;0;0;0
Crosby, Sidney;PIT;;C;39.0;;;8700000;UFA;0;0;0
Chinakhov, Egor;PIT;;LW;25.0;;;6250000;6250000;6250000;UFA;0
Letang, Kris;PIT;;RD;39.0;;;6100000;6100000;UFA;0;0
Malkin, Evgeni;PIT;;C,RW;40.0;;;5500000;UFA;0;0;0
Rust, Bryan;PIT;;RW,LW;34.0;;;5125000;5125000;UFA;0;0
Rakell, Rickard;PIT;;RW,LW;33.0;;;5000000;5000000;UFA;0;0
Kuzmenko, Andrei;PIT;;LW;30.0;;;5000000;UFA;0;0;0
Girard, Samuel;PIT;;LD;28.0;;;5000000;UFA;0;0;0
Graves, Ryan;PIT;;LD;31.0;;;4500000;4500000;4500000;UFA;0
van Riemsdyk, Trevor;PIT;;RD,LD;35.0;;;4000000;4000000;UFA;0;0
Koivunen, Ville;PIT;;LW,RW;23.0;;;4000000;4000000;4000000;4000000;4000000
Novak, Thomas;PIT;;C,LW;29.0;;;3500000;4650000;4650000;4650000;UFA
Korczak, Kaedan;PIT;;RD;25.0;;;3250000;3250000;3250000;3250000;UFA
Robertson, Nicholas;PIT;;LW,RW;24.0;;;3250000;3250000;RFA;0;0
Silovs, Arturs;PIT;;G;25.0;;;2800000;RFA;0;0;0
Dewar, Connor;PIT;;C,LW;27.0;;;2250000;2250000;UFA;0;0
Lizotte, Blake;PIT;;C,LW;28.0;;;2250000;2250000;2250000;UFA;0
Brazeau, Justin;PIT;;RW,LW;28.0;;;1500000;UFA;0;0;0
Carlile, Declan;PIT;;LD;26.0;;;1500000;1500000;UFA;0;0
Lapierre, Hendrix;PIT;;C,LW;24.0;;;1300000;1300000;RFA;0;0
Soderblom, Elmer;PIT;;LW,RW;25.0;;;1125000;RFA;0;0;0
Zonnon, Bill;PIT;ELC;LW;19.0;2026-27|2027-28|2028-29;;1075000;1075000;1075000;RFA;0
Galvas, Tomas;PIT;ELC;D;20.0;2026-27|2027-28|2028-29;;1007500;1007500;1007500;RFA;0
Wotherspoon, Parker;PIT;;LD;29.0;;2026-27;1000000;0;0;0;0
D'Aigle, Gabriel;PIT;ELC;G;19.0;2026-27|2027-28|2028-29;;995000;995000;995000;RFA;0
Kindel, Benjamin;PIT;ELC;C,RW;19.0;2026-27|2027-28;;986250;986250;RFA;0;0
Livanavage, Jake;PIT;ELC;LD;22.0;2026-27;;975000;RFA;0;0;0
Fernström, Melvin;PIT;ELC;RW;20.0;2026-27|2027-28|2028-29;;965000;965000;965000;RFA;0
Pietila, Chase;PIT;ELC;D;22.0;2026-27|2027-28;;960000;960000;RFA;0;0
Kettles, Peyton;PIT;ELC;D;18.0;2026-27|2027-28|2028-29;;958333;958333;958333;RFA;0
Harding, Finn;PIT;ELC;D;21.0;2026-27|2027-28;;955000;955000;RFA;0;0
Ilyin, Mikhail Ye.;PIT;ELC;LW,RW;21.0;2026-27|2027-28;;951667;951667;RFA;0;0
McGroarty, Rutger;PIT;ELC;LW,C;22.0;2026-27;;950000;RFA;0;0;0
Broz, Tristan;PIT;ELC;C,LW;23.0;2026-27;;942500;RFA;0;0;0
Murashov, Sergei;PIT;ELC;G;22.0;2026-27;;936110;RFA;0;0;0
Laatsch, Daniel;PIT;ELC;D;24.0;2026-27;;935000;RFA;0;0;0
Calvert, Atley;PIT;ELC;;22.0;2026-27|2027-28;;930000;930000;RFA;0;0
Howe, Tanner;PIT;ELC;LW;20.0;2026-27|2027-28|2028-29;;929166;929166;929166;RFA;0
Brunicke, Harrison;PIT;ELC;RD;20.0;2026-27|2027-28|2028-29;;929166;929166;929166;RFA;0
Hayes, Avery;PIT;ELC;C,RW;23.0;2026-27;;905000;RFA;0;0;0
Jones, Caleb;PIT;;D;29.0;;;900000;UFA;0;0;0
Pickering, Owen;PIT;ELC;D;22.0;2026-27;;886667;RFA;0;0;0
Blomqvist, Joel;PIT;;G;24.0;;;875000;875000;RFA;0;0
Hallander, Filip;PIT;;C,LW;26.0;;;850000;UFA;0;0;0
Gauthier, Taylor;PIT;;G;25.0;;;850000;0;0;0;0
Okuliar, Oliver;PIT;;LW,RW;26.0;;;850000;UFA;0;0;0
Gustafsson, David;PIT;;C,LW;26.0;;;850000;UFA;0;0;0
Kemp, Philip;PIT;;D;27.0;;;850000;UFA;0;0;0
Solovyov, Ilya;PIT;;LD;26.0;;;850000;0;0;0;0
Ponomarev, Vasiliy;PIT;;C,LW;24.0;;;RFA;0;0;0;0
Alexeyev, Alexander;PIT;;D;26.0;;;RFA;0;0;0;0
undefined, undefined;PIT;;;;;;;;;;
Dunn, Vince;SEA;;LD;29.0;;;7350000;UFA;0;0;0
Montour, Brandon;SEA;;RD;32.0;;;7142857;7142857;7142857;7142857;7142857
Beniers, Matthew;SEA;;C;23.0;;;7142857;7142857;7142857;7142857;7142857
Stephenson, Chandler;SEA;;C,LW;32.0;;;6250000;6250000;6250000;6250000;6250000
Grubauer, Philipp;SEA;;G;34.0;;;5900000;UFA;0;0;0
McMann, Bobby;SEA;;LW,RW;30.0;;;5750000;5750000;5750000;5750000;5750000
Eberle, Jordan;SEA;;RW;36.0;;;5500000;5500000;UFA;0;0
Larsson, Adam;SEA;;RD;33.0;;;5250000;5250000;5250000;UFA;0
McCann, Jared;SEA;;LW,C;30.0;;;5000000;UFA;0;0;0
Daccord, Joey;SEA;;G;30.0;;;5000000;5000000;5000000;5000000;UFA
Kakko, Kaapo;SEA;;RW;25.0;;;4525000;4525000;UFA;0;0
Lindgren, Ryan;SEA;;LD;28.0;;;4500000;4500000;4500000;UFA;0
Samoskevich, Mackie;SEA;;RW,C;23.0;;;3850000;3850000;3850000;RFA;0
Gaudreau, Frederick;SEA;;C,RW;33.0;;;2100000;2100000;UFA;0;0
Evans, Ryker;SEA;;LD;24.0;;;2050000;RFA;0;0;0
Douglas, Curtis;SEA;;C,LW;26.0;;;1250000;1250000;UFA;0;0
Winterton, Ryan;SEA;;RW,LW;22.0;;;1125000;1125000;RFA;0;0
Evers, Ryden;SEA;ELC;;21.0;2026-27|2027-28|2028-29;;1075000;1075000;1075000;RFA;0
Bernier, Alexis;SEA;ELC;D;20.0;2026-27|2027-28|2028-29;;1003333;1003333;1003333;RFA;0
Meyers, Ben;SEA;;C,LW;27.0;;;1000000;1000000;UFA;0;0
O'Brien, Jake;SEA;ELC;C;19.0;2026-27|2027-28|2028-29;;974167;974167;974167;RFA;0
Jugnauth, Tyson;SEA;ELC;D;22.0;2026-27|2027-28;;972500;972500;RFA;0;0
Loshko, Andrei;SEA;ELC;RW;21.0;2026-27|2027-28;;970000;970000;RFA;0;0
Hammell, Kaden;SEA;ELC;D;21.0;2026-27|2027-28;;965333;965833;RFA;0;0
Miettinen, Julius;SEA;ELC;C,W;20.0;2026-27|2027-28|2028-29;;965000;965000;965000;RFA;0
Villeneuve, Nathan;SEA;ELC;C;20.0;2026-27|2027-28|2028-29;;965000;965000;965000;RFA;0
Catton, Berkly;SEA;ELC;C,LW;20.0;2026-27|2027-28;;953750;953750;RFA;0;0
Price, Caden;SEA;ELC;D;21.0;2026-27|2027-28;;935556;935556;RFA;0;0
Saarinen, Kim;SEA;ELC;G;20.0;2026-27|2027-28|2028-29;;932500;932500;932500;RFA;0
Fisker Molgaard, Oscar;SEA;ELC;;21.0;2026-27|2027-28;;914166;914166;RFA;0;0
Rehkopf, Carson;SEA;ELC;C,LW;21.0;2026-27|2027-28;;914166;914166;RFA;0;0
Dragicevic, Lukas;SEA;ELC;D;21.0;2026-27|2027-28;;914166;914166;RFA;0;0
Nelson, Ty;SEA;ELC;D;22.0;2026-27;;911667;RFA;0;0;0
Sale, Eduard;SEA;ELC;RW;21.0;2026-27|2027-28;;909166;909166;RFA;0;0
Mahura, Josh;SEA;;LD;28.0;;;907500;UFA;0;0;0
Kokko, Niklas;SEA;ELC;G;22.0;2026-27;;891666;RFA;0;0;0
Nyman, Jani;SEA;ELC;RW,LW;22.0;2026-27;;891666;RFA;0;0;0
Firkus, Jagger;SEA;ELC;RW;22.0;2026-27;;891666;RFA;0;0;0
Goyette, David;SEA;ELC;C;22.0;2026-27;;891666;RFA;0;0;0
Fleury, Cale;SEA;;RD;27.0;;;890000;UFA;0;0;0
Wright, Shane;SEA;ELC;C;22.0;2026-27;;886666;RFA;0;0;0
Ostman, Victor;SEA;;G;25.0;;;850000;RFA;0;0;0
